mode,precision,layer,depth,head,query_cosine_d5,memory_raw_logit,memory_effective_logit,memory_vs_max_other,memory_attention_weight,fixed_d5_query_content_logit,fixed_d5_query_memory_minus_blank_logit
phase2,bf16,1,3,2,0.9998439303414184,44.644142150878906,40.533172607421875,54.264991760253906,0.9230436086654663,44.76256520479219,60.36301097270916
phase2,bf16,1,3,3,0.9999517284233075,73.6546859741211,69.56327819824219,89.97151184082031,1.0,73.57717112397367,70.43876075533626
phase2,bf16,1,3,4,0.9999685708545009,-414.0375061035156,-418.04998779296875,-615.9864501953125,0.0,-414.80066390298305,-5.87520122230053
phase2,bf16,1,3,5,0.9998118049379073,69.078125,64.94999694824219,58.071678161621094,0.7583317756652832,69.0793346986,105.96442260533222
phase2,bf16,1,3,6,0.9999128669381857,37.25390625,33.064842224121094,85.9588851928711,1.0,37.319842423834054,51.206874647280344
phase2,bf16,1,3,7,0.9999585897104979,-207.4499969482422,-211.4499969482422,-271.2015686035156,0.0,-206.84009097069503,1.6077995099127294
phase2,bf16,0,4,0,1.0,-3.577864170074463,-9.119726181030273,-11.449708938598633,9.440458961762488e-05,-3.578716365044238,0.005162960331654176
phase2,bf16,0,4,1,1.0,-4.375195503234863,-9.914843559265137,-12.75139045715332,7.128399829525733e-06,-4.378678946982836,0.019971003342652692
phase2,bf16,0,4,2,1.0,7.379809379577637,1.834808349609375,0.6668277978897095,0.5937590599060059,7.380846950486012,-2.9990263655039597
phase2,bf16,0,4,3,1.0,-49.025001525878906,-54.525001525878906,-134.259765625,7.987401246651457e-44,-48.97935951203108,0.0
phase2,bf16,0,4,4,1.0,-5.18994140625,-10.735937118530273,-24.2833194732666,9.957512148162095e-09,-5.188947408537206,-3.15067926923075
phase2,bf16,0,4,5,1.0,38.493751525878906,32.978126525878906,37.52802658081055,0.9999944567680359,38.46947816312313,0.0
phase2,bf16,0,4,6,1.0,-0.8813788294792175,-6.42578125,-7.495046138763428,0.001590732834301889,-0.8812669905806615,-1.9535230513460191
phase2,bf16,0,4,7,1.0,-7.149804592132568,-12.696484565734863,-20.646270751953125,4.404893871878812e-08,-7.152508930303156,0.004128513298928738
phase2,bf16,1,4,0,0.9999827047032479,133.38906860351562,127.6234359741211,-386.0765686035156,0.0,134.06018085177055,-12.660611999453977
phase2,bf16,1,4,1,0.9999837506024349,47.759765625,42.256248474121094,88.26309967041016,1.0,47.67689645779319,60.44925428188871
phase2,bf16,1,4,2,0.9999647310458386,44.66728591918945,39.131935119628906,52.755157470703125,0.9202749133110046,44.76256520479219,60.36301097270916
phase2,bf16,1,4,3,0.999983231038037,73.59843444824219,68.09843444824219,88.52776336669922,1.0,73.57717112397367,70.74487973180658
phase2,bf16,1,4,4,0.9999901442062924,-414.7124938964844,-420.54998779296875,-619.6336669921875,0.0,-415.31347926836463,-5.244092864356935
phase2,bf16,1,4,5,0.9999339321489515,69.0484390258789,63.5390625,56.282493591308594,0.7350490093231201,69.0793346986,105.9731694144255
